ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,top_n_chunk_id,answer llm,Annotated Chunk,chunk_annotation,answer_annotation
leopard,How much does a leopard weigh?,28 to 90kg,medium,medium,S08_set1_a2,"['7', '0', '33', '21', '10']","Males weigh 37 to 90 kg, females weigh 28 to 60 kg.",Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females.,True,1
leopard,Does a male leopard weigh more than a female leopard?,Yes,hard,medium,S08_set1_a2,"['7', '0', '33', '47', '10']",Yes,Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females.,True,1
leopard,What is the difference between leopards and cheetahs?,Rosettes rather than spots and less lanky.,hard,hard,S08_set1_a2,"['9', '0', '3', '5', '7']",not specified,"The leopard has rosettes rather than cheetah's simple spots, but they lack internal spots, unlike the jaguar. The leopard is larger and less lanky than the cheetah but smaller than the jaguar. ",True,-
leopard,How does the distribution size of the leopard compare to the distribution of other wild cats?,The largest,hard,hard,S08_set1_a2,"['13', '14', '33', '1', '0']",largest,"As of 1996, the leopard had the largest distribution of any wild cat,  although populations before and since have shown a declining trend and are fragmented outside of subsaharan Africa.",True,1
leopard,What resembles that of the similarly-sized cougar in the Americas?,Ecological role,,medium,S08_set1_a2,"['3', '5', '0', '7', '33']",Cougar,Its ecological role resembles that of the similarly-sized cougar in the Americas.,True,0
leopard,"What was one of the many species described in Linnaeus's 18th-century work, Systema Naturae?",Felis pardus,,medium,S08_set1_a2,"['8', '34', '6', '5', '33']",Indian Leopard,"Felis pardus was one of the many species described in Linnaeus's 18th-century work, Systema Naturae.",True,0
leopard,What sort of cats are solitary?,Leopards,,hard,S08_set1_a2,"['16', '31', '17', '15', '13']",Leopards,"The leopard is solitary and, aside from mating, interactions between individuals appear to be infrequent.  ",True,1
leopard,Are leopards circular?,"Ther rosettes are circular, yes",,easy,S08_set1_a2,"['0', '9', '7', '10', '33']",not specified,They are circular in East Africa but tend to be square in southern Africa.  .,True,0
leopard,Is the leopard solitary?,Yes,,easy,S08_set1_a2,"['31', '0', '16', '33', '59']",Yes,"The leopard is solitary and, aside from mating, interactions between individuals appear to be infrequent.  ",True,1
leopard,What centred in Sierra?,Leopard men,,medium,S08_set1_a2,"['44', '22', '54', '45', '2']",not specified,"The Leopard men were a West African secret society who practised cannibalism. They were centred in Sierra Leone, Liberia and Côte d'Ivoire.",False,0
leopard,Felis pardus was what?,"One of many species described in Linneaus's work, Systema Naturae",,medium,S08_set1_a2,"['0', '5', '6', '4', '34']",leopard,"Felis pardus was one of the many species described in Linnaeus's 18th-century work, Systema Naturae.",True,1
leopard,Has the New Zealand Rugby League featured the Otahuhu Leopards and then the Tamaki Leopards ?,Yes,,easy,S08_set1_a2,"['64', '63', '65', '4', '45']",Yes,The New Zealand Rugby League has featured the Otahuhu Leopards and then the Tamaki Leopards.,True,1
leopard,Were the Leopard men a West African secret society who practised cannibalism ?,Yes,,easy,S08_set1_a2,"['57', '58', '4', '60', '10']",Yes,"The Leopard men were a West African secret society who practised cannibalism. They were centred in Sierra Leone, Liberia and Côte d'Ivoire.",True,1
leopard,Was the leopard tank a German designed tank which entered service in 1965 ?,Yes,,easy,S08_set1_a2,"['56', '4', '50', '45', '65']",Yes,The leopard tank was a German designed tank which entered service in 1965.,True,1
leopard,Is the black color heritable and caused by only one recessive gene locus ?,Yes,,easy,S08_set1_a2,"['11', '10', '40', '39', '36']",Yes,The black color is heritable and caused by only one recessive gene locus. ,True,1
leopard,"Is the leopard -LRB- panthera pardus -RRB- an old world mammal of the felidae family and the smallest of the four (`` ` big cats ('' ' of the genus panthera , along with the tiger , lion , and jaguar?",Yes,,easy,S08_set1_a2,"['0', '5', '7', '4', '3']",Yes,"The leopard (Panthera pardus) is an Old World mammal of the Felidae family and the smallest of the four 'big cats' of the genus Panthera, along with the tiger, lion, and jaguar. ",True,1
leopard,Can a panther be any of several species of large felid?,Yes,,easy,S08_set1_a2,"['5', '0', '10', '34', '33']",Yes,"A panther can be any of several species of large felid; in North America, the term refers to cougars, in South America, jaguars, and elsewhere, leopards",True,1
leopard,Is the leopard an agile and graceful predator?,Yes,,easy,S08_set1_a2,"['15', '7', '21', '0', '3']",Yes,The leopard is an agile and graceful predator. ,True,1
