ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,top_n_chunk_id,answer llm,Annotated Chunk,chunk_annotation,answer_annotation
penguin,"Are penguins considered ""higher waterbirds""?",Yes,easy,easy,S08_set1_a3,"['121', '122', '92', '120', '68']",Yes,"What seems clear is that penguins belong to a clade of Neoaves (living birds except paleognaths and fowl) which comprises what is sometimes called ""higher waterbirds"" to distinguish them from the more ancient waterfowl. ",True,1
penguin,What order do penguins belong to?,Sphenisciformes,medium,medium,S08_set1_a3,"['121', '68', '108', '122', '91']",Sphenisciformes,"Penguins (order Sphenisciformes, family Spheniscidae) are a group of aquatic, flightless birds living almost exclusively in the Southern Hemisphere.",True,1
penguin,How tall were the tallest prehistoric penguins?,1.80 meters (6 ft) tall,medium,medium,S08_set1_a3,"['102', '72', '105', '73', '93']",1. 1.80 meters,". Nordenskjoeld's Giant Penguin was the tallest, growing nearly 1.80 meters (6 ft) tall. ",True,1
penguin,What makes penguins so agile in the water?,Their wings,hard,hard,S08_set1_a3,"['77', '82', '80', '128', '79']","Their wings have become flippers, air layer provides buoyancy, insulating feathers, ability to control blood flow, tobogganing on land, swift diving capabilities.",". Their wings have become flippers, useless for flight in the air. In the water, however, penguins are astonishingly agile. ",True,1
penguin,"Why do penguins ""tobaggan""?",Conserves energy while moving quickly,hard,hard,S08_set1_a3,"['80', '128', '77', '71', '82']",not specified,"Penguins either waddle on their feet or slide on their bellies across the snow, a movement called ""tobogganing"", which conserves energy while moving quickly.  ",True,0
penguin,Who spend half of their life on land and half in the oceans?,Penguins,,medium,S08_set1_a3,"['74', '170', '159', '136', '154']",Polar bears,"Most penguins feed on krill, fish, squid, and other forms of sealife caught while swimming underwater. They spend half of their life on land and half in the oceans.",True,0
penguin,What is also the distance that Antarctic tourists are told to keep from penguins?,3 meter,,medium,S08_set1_a3,"['76', '75', '68', '73', '79']",3 meters,"Typically, penguins do not approach closer than about 3 meters (9 ft); they become nervous at about that distance. This is also the distance that Antarctic tourists are told to keep from penguins (tourists are not supposed to approach closer than 3 meters, but are not expected to withdraw if the penguins come closer).",False,1
penguin,"What have become flippers, useless for flight in the air?",Wings,,medium,S08_set1_a3,"['77', '97', '227', '225', '226']",Penguins,"Their wings have become flippers, useless for flight in the air. In the water, however, penguins are astonishingly agile. ",True,0
penguin,What happens when mothers lose a chick?,They sometimes attempt to steal another mothers chick,,medium,S08_set1_a3,"['86', '132', '85', '154', '25']","Mothers sometimes attempt to ""steal"" another mother's chick.","When mothers lose a chick, they sometimes attempt to ""steal"" another mother's chick, usually unsuccessfully as other females in the vicinity assist the defending mother in keeping her chick.  ",True,1
penguin,Is it true that each penguin gets a turn in the center?,Yes,,easy,S08_set1_a3,"['83', '85', '92', '80', '74']",Yes,They often huddle together to keep warm and rotate positions to make sure that each penguin gets a turn in the center of the heat pack.,True,1
penguin,Are all penguins countershaded?,Yes,,easy,S08_set1_a3,"['78', '88', '113', '128', '89']",No,"All penguins are countershaded - that is, they have a white underside and a dark (mostly black) upperside. ",True,0
penguin,Are penguins astonishingly agile?,Yes,,easy,S08_set1_a3,"['77', '80', '128', '71', '68']",Yes,"Penguins are superbly adapted to an aquatic life. Their wings have become flippers, useless for flight in the air. In the water, however, penguins are astonishingly agile. ",True,1
penguin,Are penguins at risk?,Only at sea,,easy,S08_set1_a3,"['75', '122', '82', '108', '71']",Yes,penguins are at risk at sea from predators such as the leopard seal. ,True,1
penguin,"Is it also possible that penguin comes from the Latin pinguis , fat ?",Yes,,easy,S08_set1_a3,"['126', '125', '71', '68', '102']",Yes,"It is also possible that penguin comes from the Latin pinguis, “fat”. This is supported by the fact that the corresponding words in most other languages (e.g., French pingouin, German Pinguin) have i instead of e as the first vowel.  However, a Welsh 'i' is often sound-shifted to an 'e' in the English language, .",True,1
penguin,Have penguins an average sense of hearing for birds ?,Yes,,easy,S08_set1_a3,"['81', '92', '68', '71', '128']",not specified,Penguins have an average sense of hearing for birds (Wever et al 1969); this is used by parents and chicks to locate one another in crowded colonies (Jouventin et al 1999). ,True,0
penguin,Can larger penguins dive deep in case of need ?,Yes,,easy,S08_set1_a3,"['79', '89', '82', '73', '102']",Yes,Larger penguins can dive deep in case of need. ,True,1
penguin,"Is the smallest penguin species the Little Blue Penguin -LRB- also known as the Fairy Penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2.2 lb -RRB- ?",Yes,,easy,S08_set1_a3,"['72', '102', '69', '68', '79']",Yes,"The smallest penguin species is the Little Blue Penguin (also known as the Fairy Penguin), which stands around 40 cm tall (16 in) and weighs 1 kg (2.2 lb). ",True,1
penguin,"Is it not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage , or whether gigantism was evolved independently in a much restricted Palaeeudyptinae and the Anthropornithinae ?",No it is not known,,medium,S08_set1_a3,"['104', '103', '105', '93', '106']",not specified,"It is not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage, or whether gigantism was evolved independently in a much restricted Palaeeudyptinae and the Anthropornithinae - were they considered valid -, or whether there was a wide size range present in the Palaeeudyptinae as delimited as usually done these days (i.e., including Anthropornis nordenskjoeldi) (Ksepka et al. 2006). ",False,0
penguin,Is the largest living species the emperor penguin -LRB- aptenodytes forsteri -RRB-?,Yes,,easy,S08_set1_a3,"['72', '132', '131', '82', '69']",Yes,The largest living species is the Emperor Penguin (Aptenodytes forsteri): ,True,1
penguin,"Is the smallest penguin species the little blue penguin -LRB- also known as the fairy penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2?",Yes,,easy,S08_set1_a3,"['72', '102', '69', '68', '79']",Yes,"The smallest penguin species is the Little Blue Penguin (also known as the Fairy Penguin), which stands around 40 cm tall (16 in) and weighs 1 kg (2.2 lb). ",True,1
penguin,What happened in a region not quite 2000 km south of the equator 35 mya?,One Giant penguin occured,,medium,S08_set1_a3,"['73', '119', '96', '117', '114']",Giant penguin occurred.,"These were not restricted to Antarctic regions; on the contrary, subantarctic regions harboured high diversity, and at least one giant penguin occurred in a region not quite 2000 km south of the Equator 35 mya , in a climate decidedy warmer than today.",True,1
polar_bear,Is polar bear a mammal?,Yes,easy,easy,S08_set1_a4,"['159', '151', '136', '134', '142']",Yes,"A semi-aquatic marine mammal, the polar bear has adapted for life on a combination of land, sea, and ice,  and is the apex predator within its range.  Polar Bears International  It feeds mainly on seals, young walruses, and whales, although it will eat anything it can kill.",False,1
polar_bear,Is polar bear a carnivore?,Yes,easy,easy,S08_set1_a4,"['166', '169', '134', '136', '167']",Yes,"The polar bear (Ursus maritimus) is a bear native to the Arctic. Polar bears and Kodiak bears are the world's largest land carnivores, with most adult males weighing 300-600 kg (660-1320 lb); ",True,1
polar_bear,What is largest polar bear on record?,2200 lb,medium,medium,S08_set1_a4,"['140', '139', '134', '163', '184']",1002 kg (2200 lb),"The largest polar bear on record was a huge male, allegedly weighing 1002 kg (2200 lb) shot at Kotzebue Sound in northwestern Alaska in 1960.",True,1
polar_bear,What is polar bear's skin color?,Black,medium,easy,S08_set1_a4,"['143', '141', '134', '147', '211']",Black,"Its fur is hollow and translucent, but usually appears as white or cream colored, thus providing the animal with effective camouflage.  Its skin is actually black in color. ",True,1
polar_bear,How long is polar bear's guard hair?,5-15 cm,medium,medium,S08_set1_a4,"['146', '143', '142', '141', '144']",15 cm,The guard hair is 5-15 cm over most of the body of polar bears,True,1
polar_bear,What is cause of polar bear's skin diseases?,mites or other parasites,hard,medium,S08_set1_a4,"['148', '161', '149', '182', '183']",Global warming,The bears sometimes have problems with various skin diseases with dermatitis caused sometimes by mites or other parasites,True,0
polar_bear,Why polar bear is a special species?,"The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006. Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced.",hard,too hard,S08_set1_a4,"['151', '156', '137', '180', '138']",not specified,"The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006.    Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced",True,0
polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear about 200 thousand years ago.,hard,medium,S08_set1_a4,"['97', '93', '95', '117', '150']",Not specified.,"According to both fossil and DNA evidence, the polar bear diverged from the brown bear roughly 200 thousand years ago. ",True,0
polar_bear,Does a polar bear live in the Arctic?,yes,easy,easy,S08_set1_a4,"['159', '170', '160', '134', '163']",Yes,The polar bear (Ursus maritimus) is a bear native to the Arctic,True,1
polar_bear,Is a polar bear white in color?,yes,easy,medium,S08_set1_a4,"['141', '134', '211', '143', '151']",Yes,"ts fur is hollow and translucent, but usually appears as white or cream colored,",True,1
polar_bear,Is a polar bear at high risk of extinction?,yes,easy,easy,S08_set1_a4,"['137', '180', '183', '138', '161']",Yes,The polar bear is a vulnerable species at high risk of extinction. ,True,1
polar_bear,How heavy is a male polar bear?,300-600 kg (660-1320 lb),medium,medium,S08_set1_a4,"['139', '140', '134', '164', '147']","770 - 1,500+ lb","Polar bears and Kodiak bears are the world's largest land carnivores, with most adult males weighing 300-600 kg (660-1320 lb); ",True,0
polar_bear,How heavy was the largest polar bear on record?,1002 kg (2200 lb) ,medium,medium,S08_set1_a4,"['140', '139', '134', '170', '163']",1002 kg (2200 lb),"The largest polar bear on record was a huge male, allegedly weighing 1002 kg (2200 lb) shot at Kotzebue Sound in northwestern Alaska in 1960.",True,1
polar_bear,What does a polar bear's fur provide?,It provides the animal with effective camouflage.,medium,medium,S08_set1_a4,"['141', '134', '142', '143', '144']","Question: What does a polar bear's fur provide?
Answer: Camouflage and insulation","Its fur is hollow and translucent, but usually appears as white or cream colored, thus providing the animal with effective camouflage.  ",True,1
polar_bear,Do female polar bears weight more than the male?,no,hard,medium,S08_set1_a4,"['139', '140', '134', '164', '146']",No.,"Polar bears and Kodiak bears are the world's largest land carnivores, with most adult males weighing 300-600 kg (660-1320 lb); adult females are about half the size of males. ",True,1
polar_bear,How much weight do female polar bears gain during pregnancy?,They gain double their weight.,hard,medium,S08_set1_a4,"['176', '139', '140', '134', '170']",Double their weight,"Adult females are roughly half the size of males and normally weigh 150 250 kg (330 550 lb), measuring 2 2.5 m (6.6 8.2 ft), but double their weight during pregnancy.  ",True,1
polar_bear,Can polar bears be seen under infrared photography?,Polar bears are nearly invisible under infrared photography.,hard,easy,S08_set1_a4,"['143', '144', '189', '141', '211']",Yes,"The thick undercoat does, however, insulate the bears: they overheat at temperatures above 10 °C (50 °F), and are nearly invisible under infrared photography",True,0
polar_bear,What is actually black in color?,A polar bear's skin.,,medium,S08_set1_a4,"['10', '36', '11', '39', '0']",A melanistic leopard,Its skin is actually black in color,False,0
polar_bear,What insulate it against the cold?,Its think blubber and fur.,,medium,S08_set1_a4,"['82', '144', '141', '143', '154']",Feathers and body mass.,Its thick blubber and fur insulate it against the cold. ,False,0
polar_bear,What includes a lengthy justification of why this species is listed as vulnerable?,Database entry.,,medium,S08_set1_a4,"['137', '205', '138', '180', '207']","Lengthy justification includes global warming causing decreased polar sea ice, leading to a two-thirds population decrease by mid-century.",Database entry includes a lengthy justification of why this species is listed as vulnerable.    .  Local long-term studies show that 7 out of 19 subpopulations are declining or already severely reduced,True,0
polar_bear,What do with greenpeace and the natural resources defense council have in common?,They filed lawsuits in California.,,medium,S08_set1_a4,"['206', '205', '207', '249', '192']",They both worked together to propose adding polar bears to the endangered species list.,On December 14 2006 the Center for Biological Diversity along with Greenpeace and the Natural Resources Defense Council filed a lawsuit in California.,False,1
polar_bear,Are studies insufficient evidence for global protection?,It is arguable.,,medium,S08_set1_a4,"['188', '187', '194', '162', '137']",No.,"Mitchell Taylor, the Nunavut Government Manager of Wildlife Research, wrote a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time",False,1
polar_bear,Are polar bears excellent swimmers?,yes,,easy,S08_set1_a4,"['170', '164', '147', '136', '167']",Yes,Polar bears are excellent swimmers ,True,1
polar_bear,"A semi-aquatic marine mammal , the polar bear has what?","It has adapted for life on a combination of land, sea, and ice.",,medium,S08_set1_a4,"['136', '134', '159', '167', '170']","Adapted for life on a combination of land, sea, and ice.","A semi-aquatic marine mammal, the polar bear has adapted for life on a combination of land, sea, and ice,  and is the apex predator within its range.  ",False,1
polar_bear,Garbage is what?,"Garbage is now recycled or transported to Thompson, Manitoba.",,medium,S08_set1_a4,"['171', '255', '217', '263', '247']",not specified,"Garbage is now recycled or transported to Thompson, Manitoba.  Hudson Bay Post",False,0
polar_bear,The bears sometimes what?,They sometimes have problems with various skin diseases with dermatitis caused sometimes by mites or other parasites.,,medium,S08_set1_a4,"['148', '164', '144', '151', '171']",consume garbage.,The bears sometimes have problems with various skin diseases with dermatitis caused sometimes by mites or other parasites.,True,0
polar_bear,Is the Polar Bear the mascot of Bowdoin college ?,yes,,easy,S08_set1_a4,"['212', '184', '211', '133', '134']",Yes,The Polar Bear is the mascot of Bowdoin college. ,True,1
polar_bear,Have thumbpolar bears been made both controversial and famous for their distinctive white fur and their habitat ?,yes,,easy,S08_set1_a4,"['211', '141', '134', '161', '164']",Yes,thumbPolar bears have been made both controversial and famous for their distinctive white fur and their habitat. ,True,1
polar_bear,"Did Mitchell Taylor , the Nunavut Government Manager of Wildlife Research , not write a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time ?",no,,easy,S08_set1_a4,"['187', '205', '199', '198', '188']",Yes,"Mitchell Taylor, the Nunavut Government Manager of Wildlife Research, wrote a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time.",False,0
polar_bear,Are Cubs born in December without awakening the mother ?,yes,,easy,S08_set1_a4,"['177', '25', '178', '154', '176']",Yes,Cubs are born in December without awakening the mother,True,1
beetle,Are beetles insects?,Yes,easy,easy,S08_set1_a8,"['215', '217', '278', '222', '258']",Yes,Beetles are a group of insects which have the largest number of species. ,True,1
beetle,Can beetles be found in polar regions?,No,easy,hard,S08_set1_a8,"['217', '258', '159', '163', '253']",No,"Beetles can be found in almost all habitats, but are not known to occur in the sea or in the polar regions. ",True,0
beetle,Do beetles antennae function primarily as organs of smell?,Yes,easy,easy,S08_set1_a8,"['231', '229', '222', '236', '245']",Yes,"Beetles' antennae are primarily organs of smell, but may also be used to feel out a beetle's environment physically. ",True,1
beetle,What are the three sections of a beetle?,"the head, the thorax and the abdomen",medium,medium,S08_set1_a8,"['222', '223', '225', '258', '247']","Head, Thorax, Abdomen.","Like all insects, beetles' bodies are divided into three sections: the head, the thorax, and the abdomen",True,1
beetle,Which defense mechanism uses colour or shape to deceive potential enemies?,mimicry,medium,easy,S08_set1_a8,"['250', '249', '251', '12', '248']",Mimicry,Another defence that often uses colour or shape to deceive potential enemies is mimicry. ,True,1
beetle,Which type of beetle is a pest of potato plants?,Colorado potato beetle,medium,easy,S08_set1_a8,"['264', '263', '217', '269', '237']",Colorado potato beetle,"* The Colorado potato beetle, Leptinotarsa decemlineata, is a notorious pest of potato plants. ",True,1
beetle,How can beetle larvae be differentiated from other insect larvae?,"Hardend, often darkenend head, the presence of chewing mouthparts, and spiracles along the sides of the body",hard,medium,S08_set1_a8,"['240', '238', '242', '237', '263']",Not specified.,"* The Colorado potato beetle, Leptinotarsa decemlineata, is a notorious pest of potato plants. ",False,0
beetle,What do beetles eat?,"Plants, fungi break down animal and plant deris and eat other invertebrates",hard,hard,S08_set1_a8,"['217', '253', '268', '254', '255']","Plants, fungi, animals, invertebrates, insects, arthropods, dead animals, dung","They often feed on plants and fungi, break down animal and plant debris, and eat other invertebrates",True,1
beetle,What are the similarities between beetles and grasshoppers?,Mouthparts,hard,medium,S08_set1_a8,"['229', '240', '222', '217', '278']",They have mouthparts similar to those of grasshoppers.,Beetles have mouthparts similar to those of grasshoppers. ,True,1
beetle,Are certain species of beetles considered pests?,Yes,easy,easy,S08_set1_a8,"['217', '262', '276', '263', '215']",Yes,"Many agricultural, forestry, and household insect pests are beetles. ",True,1
beetle,Is a beetle's general anatomy uniform?,Yes,easy,medium,S08_set1_a8,"['222', '225', '223', '240', '242']",Yes,"The general anatomy of beetles is quite uniform, although specific organs and appendages may vary greatly in appearance and function between the many families in the order. ",True,1
beetle,Are beetles endopterygotes?,Yes,easy,easy,S08_set1_a8,"['237', '225', '215', '278', '217']",Yes,Beetles are endopterygotes with complete metamorphosis.,True,1
beetle,How many species of beetles are there?,"350,000",medium,medium,S08_set1_a8,"['262', '215', '258', '217', '257']","350,000","There are about 350,000 species of beetles. ",True,1
beetle,When are sperm cells transferred to the female?,During pairing,medium,hard,S08_set1_a8,"['246', '24', '176', '30', '237']",During pairing.,During pairing sperm cells are transferred to the female to fertilise the egg.,True,1
beetle,What is the study of beetles called?,Coleopterology,medium,medium,S08_set1_a8,"['274', '275', '276', '278', '215']",Coleopterology,"The study of beetles is called coleopterology, and its practitioners are coleopterists. ",True,1
beetle,"Is it possible that there are more than 350,000 species of beetles?",Yes,hard,hard,S08_set1_a8,"['262', '215', '258', '216', '276']",Yes,"Forty percent of all described insect species are beetles (about 350,000 species ), and new species are frequently discovered. ",False,1
beetle,Is the Adephaga suborder larger than the Polyphaga suborder?,No,hard,hard,S08_set1_a8,"['261', '258', '259', '215', '220']",not specified,"Polyphaga is the largest suborder, containing more than 300,000 described species in more than 170 families, including rove beetles (Staphylinidae), scarab beetles (Scarabaeidae), blister beetles (Meloidae), stag beetles (Lucanidae) and true weevils (Curculionidae). ",True,0
beetle,Do carrion beetles eat dung?,Yes,hard,medium,S08_set1_a8,"['255', '253', '270', '217', '247']",Yes,"Some of the beetles found within dung and carrion are in fact predatory, such as the clown beetles, preying on the larvae of coprophagous and necrophagous insects",True,1
beetle,What are prey of various animals including birds and mammals?,Some species of Beetles,,easy,S08_set1_a8,"['23', '19', '217', '254', '18']","Beetles, small prey such as earthworms and snails.",Some species are prey of various animals including birds and mammals. Certain ,True,1
