ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,top_n_chunk_id,answer llm,Annotated Chunk,chunk_annotation,answer_annotation
penguin,"Is it not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage , or whether gigantism was evolved independently in a much restricted Palaeeudyptinae and the Anthropornithinae ?",No it is not known,,medium,S08_set1_a3,"['104', '103', '105', '112', '106']",Not specified.,"It is not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage, or whether gigantism was evolved independently in a much restricted Palaeeudyptinae and the Anthropornithinae - were they considered valid -, or whether there was a wide size range present in the Palaeeudyptinae as delimited as usually done these days (i.e., including Anthropornis nordenskjoeldi) (Ksepka et al. 2006). ",False,0
penguin,Is the largest living species the emperor penguin -LRB- aptenodytes forsteri -RRB-?,Yes,,easy,S08_set1_a3,"['72', '102', '104', '73', '105']",No,The largest living species is the Emperor Penguin (Aptenodytes forsteri): ,True,0
penguin,"Is the smallest penguin species the little blue penguin -LRB- also known as the fairy penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2?",Yes,,easy,S08_set1_a3,"['72', '102', '69', '105', '99']",Yes,"The smallest penguin species is the Little Blue Penguin (also known as the Fairy Penguin), which stands around 40 cm tall (16 in) and weighs 1 kg (2.2 lb). ",True,1
penguin,What happened in a region not quite 2000 km south of the equator 35 mya?,One Giant penguin occured,,medium,S08_set1_a3,"['114', '119', '117', '101', '116']",not specified,"These were not restricted to Antarctic regions; on the contrary, subantarctic regions harboured high diversity, and at least one giant penguin occurred in a region not quite 2000 km south of the Equator 35 mya , in a climate decidedy warmer than today.",False,0
polar_bear,Is polar bear a mammal?,Yes,easy,easy,S08_set1_a4,"['184', '133', '134', '136', '159']",Yes.,"A semi-aquatic marine mammal, the polar bear has adapted for life on a combination of land, sea, and ice,  and is the apex predator within its range.  Polar Bears International  It feeds mainly on seals, young walruses, and whales, although it will eat anything it can kill.",False,1
polar_bear,Is polar bear a carnivore?,Yes,easy,easy,S08_set1_a4,"['166', '136', '184', '169', '133']",Yes,"The polar bear (Ursus maritimus) is a bear native to the Arctic. Polar bears and Kodiak bears are the world's largest land carnivores, with most adult males weighing 300-600 kg (660-1320 lb); ",False,1
polar_bear,What is largest polar bear on record?,2200 lb,medium,medium,S08_set1_a4,"['140', '134', '139', '184', '133']",1002 kg,"The largest polar bear on record was a huge male, allegedly weighing 1002 kg (2200 lb) shot at Kotzebue Sound in northwestern Alaska in 1960.",True,0
polar_bear,What is polar bear's skin color?,Black,medium,easy,S08_set1_a4,"['134', '141', '143', '184', '144']",not specified,"Its fur is hollow and translucent, but usually appears as white or cream colored, thus providing the animal with effective camouflage.  Its skin is actually black in color. ",True,0
polar_bear,How long is polar bear's guard hair?,5-15 cm,medium,medium,S08_set1_a4,"['146', '141', '144', '143', '142']",Answer: 5-15 cm,The guard hair is 5-15 cm over most of the body of polar bears,True,1
polar_bear,What is cause of polar bear's skin diseases?,mites or other parasites,hard,medium,S08_set1_a4,"['148', '149', '174', '145', '173']","Trichinella, toxins, PCBs, etc.",The bears sometimes have problems with various skin diseases with dermatitis caused sometimes by mites or other parasites,True,0
polar_bear,Why polar bear is a special species?,"The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006. Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced.",hard,too hard,S08_set1_a4,"['184', '137', '133', '156', '134']",Global warming and sea ice decrease are threatening their population.,"The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006.    Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced",False,1
polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear about 200 thousand years ago.,hard,medium,S08_set1_a4,"['150', '114', '120', '97', '93']",not specified,"According to both fossil and DNA evidence, the polar bear diverged from the brown bear roughly 200 thousand years ago. ",True,0
polar_bear,Does a polar bear live in the Arctic?,yes,easy,easy,S08_set1_a4,"['184', '133', '159', '134', '136']",Yes,The polar bear (Ursus maritimus) is a bear native to the Arctic,True,1
polar_bear,Is a polar bear white in color?,yes,easy,medium,S08_set1_a4,"['134', '141', '184', '211', '133']",Yes,"ts fur is hollow and translucent, but usually appears as white or cream colored,",True,1
polar_bear,Is a polar bear at high risk of extinction?,yes,easy,easy,S08_set1_a4,"['137', '180', '138', '161', '207']",Yes,The polar bear is a vulnerable species at high risk of extinction. ,True,1
polar_bear,How heavy is a male polar bear?,300-600 kg (660-1320 lb),medium,medium,S08_set1_a4,"['139', '140', '134', '164', '146']",770-1500+ lb,"Polar bears and Kodiak bears are the world's largest land carnivores, with most adult males weighing 300-600 kg (660-1320 lb); ",True,0
polar_bear,How heavy was the largest polar bear on record?,1002 kg (2200 lb) ,medium,medium,S08_set1_a4,"['140', '139', '134', '164', '184']",1002 kg,"The largest polar bear on record was a huge male, allegedly weighing 1002 kg (2200 lb) shot at Kotzebue Sound in northwestern Alaska in 1960.",True,1
polar_bear,What does a polar bear's fur provide?,It provides the animal with effective camouflage.,medium,medium,S08_set1_a4,"['141', '144', '143', '146', '134']",Insulation and camouflage,"Its fur is hollow and translucent, but usually appears as white or cream colored, thus providing the animal with effective camouflage.  ",True,1
polar_bear,Do female polar bears weight more than the male?,no,hard,medium,S08_set1_a4,"['140', '139', '134', '164', '176']",No.,"Polar bears and Kodiak bears are the world's largest land carnivores, with most adult males weighing 300-600 kg (660-1320 lb); adult females are about half the size of males. ",True,1
polar_bear,How much weight do female polar bears gain during pregnancy?,They gain double their weight.,hard,medium,S08_set1_a4,"['139', '176', '140', '134', '164']",150-250 kg,"Adult females are roughly half the size of males and normally weigh 150 250 kg (330 550 lb), measuring 2 2.5 m (6.6 8.2 ft), but double their weight during pregnancy.  ",True,0
polar_bear,Can polar bears be seen under infrared photography?,Polar bears are nearly invisible under infrared photography.,hard,easy,S08_set1_a4,"['143', '144', '141', '134', '184']",Yes,"The thick undercoat does, however, insulate the bears: they overheat at temperatures above 10 °C (50 °F), and are nearly invisible under infrared photography",True,0
polar_bear,What is actually black in color?,A polar bear's skin.,,medium,S08_set1_a4,"['39', '11', '10', '36', '78']",The black color of a melanistic leopard.,Its skin is actually black in color,False,0
polar_bear,What insulate it against the cold?,Its think blubber and fur.,,medium,S08_set1_a4,"['82', '141', '143', '144', '135']","Penguins: Thick layer of insulating feathers. 
Polar Bears: Thick undercoat provides insulation. 

Question: What insulate it against the cold?
Answer: Insulating feathers and undercoat.",Its thick blubber and fur insulate it against the cold. ,False,0
polar_bear,What includes a lengthy justification of why this species is listed as vulnerable?,Database entry.,,medium,S08_set1_a4,"['137', '138', '207', '205', '187']",Database entry includes a lengthy justification of why this species is listed as vulnerable.,Database entry includes a lengthy justification of why this species is listed as vulnerable.    .  Local long-term studies show that 7 out of 19 subpopulations are declining or already severely reduced,True,1
polar_bear,What do with greenpeace and the natural resources defense council have in common?,They filed lawsuits in California.,,medium,S08_set1_a4,"['206', '205', '207', '2', '188']","Greenpeace - Yes
Natural Resources Defense Council - Yes",On December 14 2006 the Center for Biological Diversity along with Greenpeace and the Natural Resources Defense Council filed a lawsuit in California.,False,1
polar_bear,Are studies insufficient evidence for global protection?,It is arguable.,,medium,S08_set1_a4,"['188', '187', '194', '208', '162']",Yes,"Mitchell Taylor, the Nunavut Government Manager of Wildlife Research, wrote a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time",False,0
polar_bear,Are polar bears excellent swimmers?,yes,,easy,S08_set1_a4,"['170', '164', '184', '134', '136']",Yes,Polar bears are excellent swimmers ,True,1
polar_bear,"A semi-aquatic marine mammal , the polar bear has what?","It has adapted for life on a combination of land, sea, and ice.",,medium,S08_set1_a4,"['136', '134', '170', '184', '167']","Adapted for life on a combination of land, sea, and ice.","A semi-aquatic marine mammal, the polar bear has adapted for life on a combination of land, sea, and ice,  and is the apex predator within its range.  ",False,1
polar_bear,Garbage is what?,"Garbage is now recycled or transported to Thompson, Manitoba.",,medium,S08_set1_a4,"['171', '255', '173', '2', '22']",not specified,"Garbage is now recycled or transported to Thompson, Manitoba.  Hudson Bay Post",False,0
polar_bear,The bears sometimes what?,They sometimes have problems with various skin diseases with dermatitis caused sometimes by mites or other parasites.,,medium,S08_set1_a4,"['148', '145', '144', '149', '164']",not specified,The bears sometimes have problems with various skin diseases with dermatitis caused sometimes by mites or other parasites.,True,0
polar_bear,Is the Polar Bear the mascot of Bowdoin college ?,yes,,easy,S08_set1_a4,"['212', '211', '184', '133', '134']",Yes,The Polar Bear is the mascot of Bowdoin college. ,True,1
polar_bear,Have thumbpolar bears been made both controversial and famous for their distinctive white fur and their habitat ?,yes,,easy,S08_set1_a4,"['211', '164', '212', '161', '184']",Yes,thumbPolar bears have been made both controversial and famous for their distinctive white fur and their habitat. ,True,1
polar_bear,"Did Mitchell Taylor , the Nunavut Government Manager of Wildlife Research , not write a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time ?",no,,easy,S08_set1_a4,"['187', '198', '188', '208', '199']",Yes.,"Mitchell Taylor, the Nunavut Government Manager of Wildlife Research, wrote a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time.",False,0
polar_bear,Are Cubs born in December without awakening the mother ?,yes,,easy,S08_set1_a4,"['177', '25', '178', '176', '153']",Yes,Cubs are born in December without awakening the mother,True,1
beetle,Are beetles insects?,Yes,easy,easy,S08_set1_a8,"['215', '222', '217', '258', '225']",Yes,Beetles are a group of insects which have the largest number of species. ,True,1
beetle,Can beetles be found in polar regions?,No,easy,hard,S08_set1_a8,"['217', '253', '215', '258', '257']",No,"Beetles can be found in almost all habitats, but are not known to occur in the sea or in the polar regions. ",True,0
beetle,Do beetles antennae function primarily as organs of smell?,Yes,easy,easy,S08_set1_a8,"['231', '222', '229', '230', '253']",Yes,"Beetles' antennae are primarily organs of smell, but may also be used to feel out a beetle's environment physically. ",True,1
beetle,What are the three sections of a beetle?,"the head, the thorax and the abdomen",medium,medium,S08_set1_a8,"['223', '222', '225', '240', '214']",not specified,"Like all insects, beetles' bodies are divided into three sections: the head, the thorax, and the abdomen",True,0
beetle,Which defense mechanism uses colour or shape to deceive potential enemies?,mimicry,medium,easy,S08_set1_a8,"['250', '249', '251', '248', '12']",Mimicry,Another defence that often uses colour or shape to deceive potential enemies is mimicry. ,True,1
beetle,Which type of beetle is a pest of potato plants?,Colorado potato beetle,medium,easy,S08_set1_a8,"['264', '263', '269', '218', '217']",The Colorado potato beetle,"* The Colorado potato beetle, Leptinotarsa decemlineata, is a notorious pest of potato plants. ",True,0
beetle,How can beetle larvae be differentiated from other insect larvae?,"Hardend, often darkenend head, the presence of chewing mouthparts, and spiracles along the sides of the body",hard,medium,S08_set1_a8,"['240', '241', '242', '238', '263']","Beetle larvae can be differentiated from other insect larvae by their hardened, often darkened head, chewing mouthparts, and spiracles along the sides of the body.","* The Colorado potato beetle, Leptinotarsa decemlineata, is a notorious pest of potato plants. ",False,1
beetle,What do beetles eat?,"Plants, fungi break down animal and plant deris and eat other invertebrates",hard,hard,S08_set1_a8,"['253', '255', '217', '238', '254']",not specified,"They often feed on plants and fungi, break down animal and plant debris, and eat other invertebrates",True,0
beetle,What are the similarities between beetles and grasshoppers?,Mouthparts,hard,medium,S08_set1_a8,"['229', '225', '235', '217', '240']",Both beetles and grasshoppers have mouthparts similar to each other.,Beetles have mouthparts similar to those of grasshoppers. ,True,1
beetle,Are certain species of beetles considered pests?,Yes,easy,easy,S08_set1_a8,"['218', '263', '269', '266', '217']",Yes,"Many agricultural, forestry, and household insect pests are beetles. ",True,1
beetle,Is a beetle's general anatomy uniform?,Yes,easy,medium,S08_set1_a8,"['222', '223', '225', '240', '231']",Yes,"The general anatomy of beetles is quite uniform, although specific organs and appendages may vary greatly in appearance and function between the many families in the order. ",True,1
beetle,Are beetles endopterygotes?,Yes,easy,easy,S08_set1_a8,"['237', '244', '242', '215', '238']",Yes,Beetles are endopterygotes with complete metamorphosis.,True,1
beetle,How many species of beetles are there?,"350,000",medium,medium,S08_set1_a8,"['262', '215', '258', '257', '253']","350,000","There are about 350,000 species of beetles. ",True,1
beetle,When are sperm cells transferred to the female?,During pairing,medium,hard,S08_set1_a8,"['246', '176', '221', '237', '85']",During pairing,During pairing sperm cells are transferred to the female to fertilise the egg.,True,1
beetle,What is the study of beetles called?,Coleopterology,medium,medium,S08_set1_a8,"['274', '275', '215', '276', '278']",Coleopterology,"The study of beetles is called coleopterology, and its practitioners are coleopterists. ",True,1
beetle,"Is it possible that there are more than 350,000 species of beetles?",Yes,hard,hard,S08_set1_a8,"['262', '215', '258', '253', '257']",Yes,"Forty percent of all described insect species are beetles (about 350,000 species ), and new species are frequently discovered. ",False,1
beetle,Is the Adephaga suborder larger than the Polyphaga suborder?,No,hard,hard,S08_set1_a8,"['261', '258', '259', '215', '220']",Not specified.,"Polyphaga is the largest suborder, containing more than 300,000 described species in more than 170 families, including rove beetles (Staphylinidae), scarab beetles (Scarabaeidae), blister beetles (Meloidae), stag beetles (Lucanidae) and true weevils (Curculionidae). ",True,0
beetle,Do carrion beetles eat dung?,Yes,hard,medium,S08_set1_a8,"['255', '253', '254', '268', '217']",not specified,"Some of the beetles found within dung and carrion are in fact predatory, such as the clown beetles, preying on the larvae of coprophagous and necrophagous insects",True,0
